gameid	seasonlabel	gameweekid	gameweeknum	gamedate	team_h_id	team_h	team_a_id	team_a	score_h	score_a	groundid	groundname	groundcity	matchstatus	matchoutcome	matchphase	attendance	extraTime	shootout	matchtime	formation_h	formation_a	tot_dist_m_h	tot_dist_m_a	clearance_h	clearance_a	pass_h	pass_a	touches_h	touches_a	touches_opp_box_h	touches_opp_box_a	possession_pct_h	possession_pct_a	poss_lost_ctrl_h	poss_lost_ctrl_a	total_tackle_h	total_tackle_a	won_tackle_h	won_tackle_a	tot_long_balls_h	tot_long_balls_a	tot_offside_h	tot_offside_a	shot_off_target_h	shot_off_target_a	corner_taken_h	corner_taken_a	interception_h	interception_a	first_half_goals_h	first_half_goals_a	goals_openplay_h	goals_openplay_a	big_chance_created_h	big_chance_created_a	big_chance_scored_h	big_chance_scored_a	big_chance_missed_h	big_chance_missed_a	own_goal_accrued_h	own_goal_accrued_a	saves_h	saves_a	tot_yel_card_h	tot_yel_card_a	forward_goals_h	forward_goals_a	defender_goals_h	defender_goals_a	midfielder_goals_h	midfielder_goals_a	subs_made_h	subs_made_a	player1_name_h	player2_name_h	player3_name_h	player4_name_h	player5_name_h	player6_name_h	player7_name_h	player8_name_h	player9_name_h	player10_name_h	player11_name_h	player12_name_h	player13_name_h	player14_name_h	player15_name_h	player16_name_h	player17_name_h	player18_name_h	player1_name_a	player2_name_a	player3_name_a	player4_name_a	player5_name_a	player6_name_a	player7_name_a	player8_name_a	player9_name_a	player10_name_a	player11_name_a	player12_name_a	player13_name_a	player14_name_a	player15_name_a	player16_name_a	player17_name_a	player18_name_a	player1_role_h	player2_role_h	player3_role_h	player4_role_h	player5_role_h	player6_role_h	player7_role_h	player8_role_h	player9_role_h	player10_role_h	player11_role_h	player12_role_h	player13_role_h	player14_role_h	player15_role_h	player16_role_h	player17_role_h	player18_role_h	player1_role_a	player2_role_a	player3_role_a	player4_role_a	player5_role_a	player6_role_a	player7_role_a	player8_role_a	player9_role_a	player10_role_a	player11_role_a	player12_role_a	player13_role_a	player14_role_a	player15_role_a	player16_role_a	player17_role_a	player18_role_a	player1_GS_h	player2_GS_h	player3_GS_h	player4_GS_h	player5_GS_h	player6_GS_h	player7_GS_h	player8_GS_h	player9_GS_h	player10_GS_h	player11_GS_h	player12_GS_h	player13_GS_h	player14_GS_h	player15_GS_h	player16_GS_h	player17_GS_h	player18_GS_h	player1_GS_a	player2_GS_a	player3_GS_a	player4_GS_a	player5_GS_a	player6_GS_a	player7_GS_a	player8_GS_a	player9_GS_a	player10_GS_a	player11_GS_a	player12_GS_a	player13_GS_a	player14_GS_a	player15_GS_a	player16_GS_a	player17_GS_a	player18_GS_a	player1_YC_h	player2_YC_h	player3_YC_h	player4_YC_h	player5_YC_h	player6_YC_h	player7_YC_h	player8_YC_h	player9_YC_h	player10_YC_h	player11_YC_h	player12_YC_h	player13_YC_h	player14_YC_h	player15_YC_h	player16_YC_h	player17_YC_h	player18_YC_h	player1_YC_a	player2_YC_a	player3_YC_a	player4_YC_a	player5_YC_a	player6_YC_a	player7_YC_a	player8_YC_a	player9_YC_a	player10_YC_a	player11_YC_a	player12_YC_a	player13_YC_a	player14_YC_a	player15_YC_a	player16_YC_a	player17_YC_a	player18_YC_a
12291	2015/16	1148	18	"Sat 26 Dec 2015, 19:45 GMT"	20	Southampton	1	Arsenal	4	0	48	St. Mary's Stadium	Southampton	C	H	F	31669	FALSE	FALSE	5700	4231	4231			22	20	312	571	489	759			35	64	127	139	22	11	15	7	62	50	6	1	5	3	3	4	15	16	1		3		4	1	3		1	1			5	1	1		2		2				3	3	Steven Davis	Virgil van Dijk	Ryan Bertrand	Shane Long	Victor Wanyama	James Ward-Prowse	José Fonte	Jordy Clasie	Sadio Mané	Cuco Martina	Maarten Stekelenburg	Maya Yoshida	Juanmi	Gastón Ramírez	Oriol Romeu	Paulo Gazzaniga	Dusan Tadic	Steven Caulker	Mesut Özil	Aaron Ramsey	Joel Campbell	Olivier Giroud	Héctor Bellerín	Mathieu Flamini	Nacho Monreal	Laurent Koscielny	Petr Cech	Per Mertesacker	Theo Walcott	Alex Iwobi	Kieran Gibbs	Calum Chambers	Alex Oxlade-Chamberlain	Gabriel Paulista	David Ospina	Jeff Reine-Adélaïde	Midfielders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12290	2015/16	1148	18	"Sat 26 Dec 2015, 17:30 GMT"	23	Newcastle United	7	Everton	0	1	27	St. James' Park	Newcastle	C	A	F	51682	FALSE	FALSE	5640	442	433			28	16	365	517	552	751			40	59	122	125	23	18	17	15	53	46		3	6	5	3	7	11	15					2	1			2	2			6	1	2	2						1	1	3	Georginio Wijnaldum	Daryl Janmaat	Jack Colback	Ayoze Pérez	Moussa Sissoko	Vurnon Anita	Aleksandar Mitrovic	Robert Elliot	Chancel Mbemba	Paul Dummett	Fabricio Coloccini	Cheick Tioté	Kevin Mbabu	Ivan Toney	Siem de Jong	Florian Thauvin	Yoan Gouffran	Karl Darlow	Leighton Baines	Aaron Lennon	John Stones	Kevin Mirallas	Tom Cleverley	Romelu Lukaku	Ramiro Funes Mori	Tim Howard	Ross Barkley	Séamus Coleman	Gareth Barry	Brendan Galloway	Muhamed Besic	Gerard Deulofeu	Leon Osman	Arouna Koné	Joel Robles	Darron Gibson	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Midfielders	Forwards	Goalkeeper	Defenders	Defenders	Defenders	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Forwards	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
12285	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	2	Aston Villa	25	West Ham United	1	1	43	Villa Park	Birmingham	C	D	F	38193	FALSE	FALSE	5760	4312	4312			29	48	431	309	665	527			59	40	161	144	18	21	14	13	57	59	3	1	5	4	9	6	15	9		1		1	1		1		1	1			3	6	3	3	1			1			2	3	Rudy Gestede	Leandro Bacuna	Joleon Lescott	Alan Hutton	Brad Guzan	Carlos Sánchez	Idrissa Gueye	Jordan Ayew	Jordan Veretout	Jores Okore	Ashley Westwood	Ciaran Clark	Jack Grealish	Adama Traoré	Carles Gil	Kieran Richardson	Mark Bunn	Scott Sinclair	James Tomkins	Cheikhou Kouyaté	Angelo Ogbonna	Aaron Cresswell	Pedro Obiang	Michail Antonio	James Collins	Adrián	Mauro Zárate	Enner Valencia	Mark Noble	Stephen Hendrie	Darren Randolph	Alexandre Song	Djair Parfitt-Williams	Reece Oxford	Carl Jenkinson	Josh Cullen	Forwards	Defenders	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Forwards	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12286	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	127	AFC Bournemouth	6	Crystal Palace	0	0	354	Goldsands Stadium	Bournemouth	C	D	F	11218	FALSE	FALSE	5640	4141	442			37	28	464	369	691	592			55	44	153	168	26	18	21	13	53	92	2	1	4	4	8	9	20	24					1				1					4	1								3	3	Adam Smith	Dan Gosling	Andrew Surman	Steve Cook	Harry Arter	Junior Stanislas	Matt Ritchie	Simon Francis	Charlie Daniels	Artur Boruc	Glenn Murray	Marc Pugh	Eunan O'Kane	Yann Kermorgant	Sylvain Distin	Adam Federici	Tokelo Rantie	Shaun MacDonald	Scott Dann	Jordon Mutch	Joel Ward	Pape Souaré	Wayne Hennessey	Jason Puncheon	Damien Delaney	Wilfried Zaha	James McArthur	Joe Ledley	Fraizer Campbell	Connor Dymond	Martin Kelly	Alex McCarthy	Mile Jedinak	Brede Hangeland	Yohan Cabaye	Marouane Chamakh	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Goalkeeper	Forwards	Midfielders	Midfielders	Forwards	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Forwards	Defenders	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Forwards	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12287	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	4	Chelsea	33	Watford	2	2	30	Stamford Bridge	London	C	D	F	41630	FALSE	FALSE	5700	4231	442			12	22	544	327	730	517			62	37	152	138	21	29	15	24	66	63	2	1	8	5	9	4	5	15	1	1	1		1	1	1	1	1	1		1	1		1	4	2	1					2	3	Gary Cahill	Pedro	John Terry	César Azpilicueta	Diego Costa	Branislav Ivanovic	Cesc Fàbregas	Thibaut Courtois	Willian	Oscar	Nemanja Matic	Abdul Rahman Baba	Kurt Zouma	John Obi Mikel	Eden Hazard	Loïc Rémy	Asmir Begovic	Ramires	José Holebas	Craig Cathcart	José Manuel Jurado	Etienne Capoue	Heurelho Gomes	Miguel Britos	Almen Abdi	Odion Ighalo	Troy Deeney	Allan-Roméo Nyom	Ben Watson	Alessandro Diamanti	Sebastian Prödl	Steven Berghuis	Adlène Guédioura	Ikechi Anya	Giedrius Arlauskis	Valon Behrami	Defenders	Midfielders	Defenders	Defenders	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Forwards	Goalkeeper	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Forwards	Defenders	Midfielders	Forwards	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
12288	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	10	Liverpool	26	Leicester City	1	0	10	Anfield	Liverpool	C	H	F	44123	FALSE	FALSE	5760	4231	442			50	47	518	278	770	517			64	35	197	189	18	21	15	17	109	76	5	1	12	3	7	6	14	19			1		2				2				3	3	2	1							3	3	Divock Origi	Nathaniel Clyne	Dejan Lovren	Mamadou Sakho	Philippe Coutinho	Roberto Firmino	Adam Lallana	Simon Mignolet	Jordan Henderson	Alberto Moreno	Emre Can	Joe Allen	João Teixeira	Kolo Touré	Adam Bogdan	Christian Benteke	Lucas Leiva	Connor Randall	Andy King	Danny Simpson	Christian Fuchs	Riyad Mahrez	Jamie Vardy	N'Golo Kanté	Kasper Schmeichel	Wes Morgan	Marc Albrighton	Shinji Okazaki	Robert Huth	Ritchie de Laet	Leonardo Ulloa	Andrej Kramaric	Gökhan Inler	Mark Schwarzer	Nathan Dyer	Marcin Wasilewski	Forwards	Defenders	Defenders	Defenders	Midfielders	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Defenders	Defenders	Forwards	Forwards	Midfielders	Goalkeeper	Midfielders	Defenders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12289	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	11	Manchester City	29	Sunderland	4	1	50	Etihad Stadium	Manchester	C	H	F	54523	FALSE	FALSE	5640	4231	433			20	24	615	306	805	476			66	33	127	110	15	20	10	16	47	64	3	1	6	8	5	1	11	15	3		3			2	1	1	2	2			2	5	1	1	1	1			3		3	3	Raheem Sterling	Kevin De Bruyne	Bacary Sagna	Joe Hart	Nicolás Otamendi	Eliaquim Mangala	David Silva	Wilfried Bony	Aleksandar Kolarov	Yaya Touré	Fernandinho	Sergio Agüero	Gaël Clichy	Willy Caballero	Fabian Delph	Jesús Navas	Vincent Kompany	Martín Demichelis	Fabio Borini	Sebastián Coates	Patrick van Aanholt	Jordi Gómez	Vito Mannone	John O'Shea	Adam Johnson	Steven Fletcher	Yann M'Vila	Danny Graham	Billy Jones	Duncan Watmore	Jeremain Lens	Jermain Defoe	Wes Brown	Costel Pantilimon	Ola Toivonen	Lee Cattermole	Midfielders	Midfielders	Defenders	Goalkeeper	Defenders	Defenders	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Midfielders	Forwards	Defenders	Forwards	Forwards	Forwards	Defenders	Goalkeeper	Midfielders	Midfielders	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12293	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	45	Swansea City	36	West Bromwich Albion	1	0	86	Liberty Stadium	Swansea	C	H	F	20789	FALSE	FALSE	5760	4231	4411			28	10	513	386	703	586			55	44	149	173	15	14	12	9	60	92	1	2	3	3		7	16	24	1		1				1						3	1	1	3					1		3	3	Federico Fernández	Wayne Routledge	Ki Sung-Yueng	Ashley Williams	Angel Rangel	Jefferson Montero	Lukasz Fabianski	Leon Britton	André Ayew	Neil Taylor	Gylfi Sigurdsson	Kyle Bartley	Bafétimbi Gomis	Kyle Naughton	Kristoffer Nordfeldt	Jonjo Shelvey	Modou Barrow	Jack Cork	Claudio Yacob	James Morrison	Craig Gardner	Rickie Lambert	Chris Brunt	Jonny Evans	Darren Fletcher	Craig Dawson	Jonas Olsson	Boaz Myhill	Gareth McAuley	Cristian Gamboa	Victor Anichebe	Stéphane Sessegnon	James Chester	Saido Berahino	Anders Lindegaard	Callum McManaman	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Defenders	Midfielders	Defenders	Forwards	Defenders	Goalkeeper	Midfielders	Forwards	Midfielders	Midfielders	Forwards	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Defenders	Defenders	Goalkeeper	Defenders	Defenders	Forwards	Midfielders	Defenders	Forwards	Goalkeeper	Midfielders	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
12294	2015/16	1148	18	"Sat 26 Dec 2015, 15:00 GMT"	21	Tottenham Hotspur	14	Norwich City	3	0	28	White Hart Lane	London	C	H	F	35198	FALSE	FALSE	5580	4231	4411			19	31	533	354	747	564			59	40	161	148	18	18	15	13	62	60	3	8	3	7	9	4	21	18	2		2		2	1	1		2	1			3	7	1	2	2						3	3	Kyle Walker	Ben Davies	Dele Alli	Jan Vertonghen	Erik Lamela	Toby Alderweireld	Hugo Lloris	Christian Eriksen	Harry Kane	Eric Dier	Mousa Dembélé	Son Heung-Min	Nacer Chadli	Kieran Trippier	Nabil Bentaleb	Danny Rose	Tom Carroll	Michel Vorm	Youssouf Mulumbu	Sebastien Bassong	Nathan Redmond	Alexander Tettey	Ryan Bennett	Robbie Brady	Vadis Odjidja-Ofoe	Declan Rudd	Russell Martin	Martin Olsson	Cameron Jerome	Jonny Howson	Kyle Lafferty	John Ruddy	Steven Whittaker	Graham Dorrans	Dieudonne Mbokani Bezua	Wes Hoolahan	Defenders	Defenders	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Forwards	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Defenders	Forwards	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Forwards	Midfielders	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12292	2015/16	1148	18	"Sat 26 Dec 2015, 12:45 GMT"	42	Stoke City	12	Manchester United	2	0	1	Britannia Stadium	Stoke	C	H	F	27426	FALSE	FALSE	5640	433	4231			27	10	334	453	541	635			41	58	144	170	24	16	21	11	60	65	3	1	8	3	1	12	23	11	2		1		2	1	1		1	2			6	1	1	2	2						3	2	Ryan Shawcross	Marko Arnautovic	Philipp Wollscheid	Geoff Cameron	Ibrahim Afellay	Xherdan Shaqiri	Jack Butland	Bojan	Erik Pieters	Glen Johnson	Glenn Whelan	Mame Biram Diouf	Jakob Haugaard	Charlie Adam	Marco van Ginkel	Jonathan Walters	Joselu	Marc Wilson	David de Gea	Anthony Martial	Phil Jones	Memphis Depay	Ashley Young	Marouane Fellaini	Juan Mata	Daley Blind	Chris Smalling	Michael Carrick	Ander Herrera	Andreas Pereira	Guillermo Varela	Wayne Rooney	Patrick McNair	Morgan Schneiderlin	Cameron Borthwick-Jackson	Sergio Romero	Defenders	Forwards	Defenders	Midfielders	Midfielders	Forwards	Goalkeeper	Forwards	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	Midfielders	Forwards	Forwards	Defenders	Goalkeeper	Forwards	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
12284	2015/16	1147	17	"Mon 21 Dec 2015, 20:00 GMT"	1	Arsenal	11	Manchester City	2	1	52	Emirates Stadium	London	C	H	F	60053	FALSE	FALSE	5700	4231	4411			29	27	386	648	609	854			37	62	144	141	20	19	13	10	52	48	3	1	3	8	4	8	24	18	2		2	1	3	3			3	3			5	3		2	1				1	1	3	3	Aaron Ramsey	Joel Campbell	Olivier Giroud	Héctor Bellerín	Mesut Özil	Nacho Monreal	Laurent Koscielny	Petr Cech	Per Mertesacker	Theo Walcott	Mathieu Flamini	Alex Iwobi	Calum Chambers	Alex Oxlade-Chamberlain	Gabriel Paulista	David Ospina	Jeff Reine-Adélaïde	Kieran Gibbs	Kevin De Bruyne	Bacary Sagna	Joe Hart	Eliaquim Mangala	Fabian Delph	Yaya Touré	Aleksandar Kolarov	David Silva	Fernandinho	Sergio Agüero	Nicolás Otamendi	Wilfried Bony	Gaël Clichy	Willy Caballero	Raheem Sterling	Kelechi Iheanacho	Jesús Navas	Martín Demichelis	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Goalkeeper	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Forwards	Midfielders	Forwards	Defenders	Forwards	Defenders	Goalkeeper	Forwards	Forwards	Midfielders	Defenders	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
12282	2015/16	1147	17	"Sun 20 Dec 2015, 16:00 GMT"	45	Swansea City	25	West Ham United	0	0	86	Liberty Stadium	Swansea	C	D	F	20661	FALSE	FALSE	5760	41212	4141			21	41	678	239	891	459			72	27	160	129	18	13	10	9	43	57	4	2	9	6	8	9	14	26													2	2		1							3	3	Federico Fernández	Angel Rangel	Ki Sung-Yueng	Ashley Williams	Leon Britton	Bafétimbi Gomis	Jack Cork	André Ayew	Lukasz Fabianski	Neil Taylor	Gylfi Sigurdsson	Kristoffer Nordfeldt	Jonjo Shelvey	Marvin Emnes	Modou Barrow	Jefferson Montero	Jordi Amat	Kyle Naughton	Cheikhou Kouyaté	James Tomkins	Nikica Jelavic	Alexandre Song	Angelo Ogbonna	Michail Antonio	James Collins	Aaron Cresswell	Adrián	Mauro Zárate	Mark Noble	Reece Oxford	Stephen Hendrie	Enner Valencia	Darren Randolph	Pedro Obiang	Carl Jenkinson	Josh Cullen	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Forwards	Midfielders	Defenders	Defenders	Midfielders	Defenders	Forwards	Midfielders	Defenders	Midfielders	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Forwards	Goalkeeper	Midfielders	Defenders	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12283	2015/16	1147	17	"Sun 20 Dec 2015, 13:30 GMT"	33	Watford	10	Liverpool	3	0	136	Vicarage Road	Watford	C	H	F	20707	FALSE	FALSE	5640	442	433			23	30	268	500	474	724			35	64	189	199	28	19	22	17	86	81	1	10		4	7	9	18	10	2		2		2		2		1				4	2	1		2		1				3	3	Craig Cathcart	José Manuel Jurado	Etienne Capoue	Heurelho Gomes	Miguel Britos	Nathan Aké	Almen Abdi	Allan-Roméo Nyom	Ben Watson	Troy Deeney	Odion Ighalo	Alessandro Diamanti	Obbi Oularé	Adlène Guédioura	Ikechi Anya	Giedrius Arlauskis	Valon Behrami	José Holebas	Nathaniel Clyne	Mamadou Sakho	Adam Lallana	Lucas Leiva	Jordan Henderson	Martin Skrtel	Philippe Coutinho	Alberto Moreno	Emre Can	Roberto Firmino	Adam Bogdan	Joe Allen	Jordon Ibe	Ryan Fulton	Divock Origi	Kolo Touré	Christian Benteke	Connor Randall	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Forwards	Forwards	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Defenders	Forwards	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	Midfielders	Goalkeeper	Forwards	Defenders	Forwards	Defenders	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12278	2015/16	1147	17	"Sat 19 Dec 2015, 17:30 GMT"	23	Newcastle United	2	Aston Villa	1	1	27	St. James' Park	Newcastle	C	D	F	48234	FALSE	FALSE	5640	4231	4312			32	17	370	414	594	659			47	52	180	189	26	22	18	19	81	79			4	3	3	7	12	30	1				3	1			3	1			6	3	1	3		1	1				3	1	Georginio Wijnaldum	Daryl Janmaat	Jack Colback	Siem de Jong	Moussa Sissoko	Papiss Demba Cissé	Vurnon Anita	Robert Elliot	Chancel Mbemba	Paul Dummett	Fabricio Coloccini	Cheick Tioté	Kevin Mbabu	Aleksandar Mitrovic	Florian Thauvin	Yoan Gouffran	Karl Darlow	Ayoze Pérez	Carlos Sánchez	Leandro Bacuna	Joleon Lescott	Alan Hutton	Brad Guzan	Idrissa Gueye	Jordan Ayew	Scott Sinclair	Jores Okore	Ashley Westwood	Jordan Veretout	Ciaran Clark	Jack Grealish	Kieran Richardson	Rudy Gestede	Mark Bunn	Carles Gil	Adama Traoré	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Midfielders	Goalkeeper	Defenders	Defenders	Defenders	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Forwards	Midfielders	Defenders	Defenders	Defenders	Goalkeeper	Midfielders	Forwards	Forwards	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Forwards	Goalkeeper	Midfielders	Midfielders	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
