gameid	seasonlabel	gameweekid	gameweeknum	gamedate	team_h_id	team_h	team_a_id	team_a	score_h	score_a	groundid	groundname	groundcity	matchstatus	matchoutcome	matchphase	attendance	extraTime	shootout	matchtime	formation_h	formation_a	tot_dist_m_h	tot_dist_m_a	clearance_h	clearance_a	pass_h	pass_a	touches_h	touches_a	touches_opp_box_h	touches_opp_box_a	possession_pct_h	possession_pct_a	poss_lost_ctrl_h	poss_lost_ctrl_a	total_tackle_h	total_tackle_a	won_tackle_h	won_tackle_a	tot_long_balls_h	tot_long_balls_a	tot_offside_h	tot_offside_a	shot_off_target_h	shot_off_target_a	corner_taken_h	corner_taken_a	interception_h	interception_a	first_half_goals_h	first_half_goals_a	goals_openplay_h	goals_openplay_a	big_chance_created_h	big_chance_created_a	big_chance_scored_h	big_chance_scored_a	big_chance_missed_h	big_chance_missed_a	own_goal_accrued_h	own_goal_accrued_a	saves_h	saves_a	tot_yel_card_h	tot_yel_card_a	forward_goals_h	forward_goals_a	defender_goals_h	defender_goals_a	midfielder_goals_h	midfielder_goals_a	subs_made_h	subs_made_a	player1_name_h	player2_name_h	player3_name_h	player4_name_h	player5_name_h	player6_name_h	player7_name_h	player8_name_h	player9_name_h	player10_name_h	player11_name_h	player12_name_h	player13_name_h	player14_name_h	player15_name_h	player16_name_h	player17_name_h	player18_name_h	player1_name_a	player2_name_a	player3_name_a	player4_name_a	player5_name_a	player6_name_a	player7_name_a	player8_name_a	player9_name_a	player10_name_a	player11_name_a	player12_name_a	player13_name_a	player14_name_a	player15_name_a	player16_name_a	player17_name_a	player18_name_a	player1_role_h	player2_role_h	player3_role_h	player4_role_h	player5_role_h	player6_role_h	player7_role_h	player8_role_h	player9_role_h	player10_role_h	player11_role_h	player12_role_h	player13_role_h	player14_role_h	player15_role_h	player16_role_h	player17_role_h	player18_role_h	player1_role_a	player2_role_a	player3_role_a	player4_role_a	player5_role_a	player6_role_a	player7_role_a	player8_role_a	player9_role_a	player10_role_a	player11_role_a	player12_role_a	player13_role_a	player14_role_a	player15_role_a	player16_role_a	player17_role_a	player18_role_a	player1_GS_h	player2_GS_h	player3_GS_h	player4_GS_h	player5_GS_h	player6_GS_h	player7_GS_h	player8_GS_h	player9_GS_h	player10_GS_h	player11_GS_h	player12_GS_h	player13_GS_h	player14_GS_h	player15_GS_h	player16_GS_h	player17_GS_h	player18_GS_h	player1_GS_a	player2_GS_a	player3_GS_a	player4_GS_a	player5_GS_a	player6_GS_a	player7_GS_a	player8_GS_a	player9_GS_a	player10_GS_a	player11_GS_a	player12_GS_a	player13_GS_a	player14_GS_a	player15_GS_a	player16_GS_a	player17_GS_a	player18_GS_a	player1_YC_h	player2_YC_h	player3_YC_h	player4_YC_h	player5_YC_h	player6_YC_h	player7_YC_h	player8_YC_h	player9_YC_h	player10_YC_h	player11_YC_h	player12_YC_h	player13_YC_h	player14_YC_h	player15_YC_h	player16_YC_h	player17_YC_h	player18_YC_h	player1_YC_a	player2_YC_a	player3_YC_a	player4_YC_a	player5_YC_a	player6_YC_a	player7_YC_a	player8_YC_a	player9_YC_a	player10_YC_a	player11_YC_a	player12_YC_a	player13_YC_a	player14_YC_a	player15_YC_a	player16_YC_a	player17_YC_a	player18_YC_a
22541	2017/18	1591	20	"Tue 26 Dec 2017, 15:00 GMT"	36	West Bromwich Albion	7	Everton	0	0	33	The Hawthorns	West Bromwich	C	D	F	25364	FALSE	FALSE	5640	442	3142	110231	110231	23	36	370	344	577	551	26	10	52	47	173	164	13	16	6	10	71	79	1	1	10	4	10	2	8	7					1				1				3	3	2								3	3	Jonny Evans	Jake Livermore	Ben Foster	Ahmed Hegazi	Salomón Rondón	Craig Dawson	Chris Brunt	Matt Phillips	Jay Rodriguez	Gareth Barry	Kieran Gibbs	Gareth McAuley	Grzegorz Krychowiak	Boaz Myhill	Allan-Roméo Nyom	James McClean	Hal Robson-Kanu	Claudio Yacob	Cuco Martina	Jonjoe Kenny	Dominic Calvert-Lewin	Morgan Schneiderlin	Mason Holgate	Yannick Bolasie	Ashley Williams	Jordan Pickford	Tom Davies	Gylfi Sigurdsson	Michael Keane	Oumar Niasse	Joel Robles	Phil Jagielka	Sandro Ramírez	Beni Baningime	Ademola Lookman	Aaron Lennon	Defenders	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Midfielders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Forwards	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Forwards	Goalkeeper	Defenders	Forwards	Midfielders	Forwards	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22539	2017/18	1591	20	"Tue 26 Dec 2017, 12:30 GMT"	21	Tottenham Hotspur	20	Southampton	5	2	845	Wembley Stadium	London	C	H	F	57297	FALSE	FALSE	5640	4231	4141	114367	114367	29	17	493	359	693	558	25	28	57	43	139	140	12	28	5	19	55	72	1	1	7	7	3	8	10	18	2		4	1	4		4						5	1		2	3				2	1	3	3	Harry Kane	Dele Alli	Serge Aurier	Davinson Sánchez	Jan Vertonghen	Hugo Lloris	Eric Dier	Christian Eriksen	Danny Rose	Son Heung-Min	Mousa Dembélé	Fernando Llorente	Michel Vorm	Erik Lamela	Kieran Trippier	Harry Winks	Ben Davies	Moussa Sissoko	Sofiane Boufal	Fraser Forster	Jack Stephens	Pierre-Emile Højbjerg	Oriol Romeu	Wesley Hoedt	Maya Yoshida	Mario Lemina	Shane Long	Matt Targett	Nathan Redmond	Dusan Tadic	James Ward-Prowse	Sam McQueen	Jérémy Pied	Manolo Gabbiadini	Alex McCarthy	Steven Davis	Forwards	Midfielders	Defenders	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Midfielders	Midfielders	Forwards	Goalkeeper	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Forwards	Goalkeeper	Midfielders	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22526	2017/18	1590	19	"Sat 23 Dec 2017, 19:45 GMT"	26	Leicester City	12	Manchester United	2	2	49	King Power Stadium	Leicester	C	D	F	32202	FALSE	FALSE	5760	4231	4231	106064	106064	16	29	448	448	610	652	19	30	49	50	140	123	8	17	3	12	70	43		5	3	9	4	6	16	13	1	1	2	1	5	2	2		3	2			4	1	2	2	1		1			2	3	3	Wes Morgan	Kasper Schmeichel	Vicente Iborra	Danny Simpson	Jamie Vardy	Christian Fuchs	Demarai Gray	Harry Maguire	Riyad Mahrez	Wilfred Ndidi	Marc Albrighton	Andy King	Shinji Okazaki	Islam Slimani	Ben Chilwell	Ben Hamer	Daniel Amartey	Aleksandar Dragovic	Romelu Lukaku	Juan Mata	Nemanja Matic	Anthony Martial	Chris Smalling	Phil Jones	Ashley Young	Paul Pogba	Victor Lindelöf	David de Gea	Jesse Lingard	Sergio Romero	Zlatan Ibrahimovic	Ander Herrera	Marcus Rashford	Marcos Rojo	Luke Shaw	Henrikh Mkhitaryan	Defenders	Goalkeeper	Midfielders	Defenders	Forwards	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Forwards	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Goalkeeper	Forwards	Midfielders	Forwards	Defenders	Defenders	Midfielders	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22524	2017/18	1590	19	"Sat 23 Dec 2017, 17:30 GMT"	43	Burnley	21	Tottenham Hotspur	0	3	47	Turf Moor	Burnley	C	A	F	21650	FALSE	FALSE	5640	4411	4231	114293	114293	29	37	350	527	529	726	12	25	40	59	168	159	11	9	5	8	87	79	5	1	3	5	4	4	12	6		1		2		3		2		3			5	2	1	2		3					3	3	Phil Bardsley	Nick Pope	Ben Mee	Scott Arfield	Charlie Taylor	Jack Cork	Kevin Long	Steven Defour	Jóhann Gudmundsson	Chris Wood	Jeff Hendrick	Ashley Westwood	Matthew Lowton	Anders Lindegaard	Ashley Barnes	Sam Vokes	Nahki Wells	Jonathan Walters	Christian Eriksen	Eric Dier	Ben Davies	Son Heung-Min	Serge Aurier	Dele Alli	Moussa Sissoko	Davinson Sánchez	Hugo Lloris	Jan Vertonghen	Harry Kane	Erik Lamela	Mousa Dembélé	Fernando Llorente	Juan Foyth	Danny Rose	Kieran Trippier	Michel Vorm	Defenders	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Forwards	Forwards	Midfielders	Defenders	Goalkeeper	Forwards	Forwards	Forwards	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Defenders	Forwards	Midfielders	Midfielders	Forwards	Defenders	Defenders	Defenders	Goalkeeper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22523	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	131	Brighton and Hove Albion	33	Watford	1	0	1684	Amex Stadium	Falmer	C	H	F	30473	FALSE	FALSE	5640	4411	4231	107211	107211	18	27	426	397	641	607	29	15	51	48	163	162	14	19	11	10	72	73	6		8	6	6	4	12	10			1		3	1			3	2			1	2			1						3	3	Bruno	Tomer Hemed	Anthony Knockaert	Connor Goldson	Lewis Dunk	Dale Stephens	Mat Ryan	Pascal Groß	Solly March	Davy Pröpper	Markus Suttner	Uwe Hünemeier	Sam Baldock	Glenn Murray	Tim Krul	Ezequiel Schelotto	Beram Kayal	José Izquierdo	Daryl Janmaat	Roberto Pereyra	José Holebas	Sebastian Prödl	Tom Cleverley	Richarlison	André Carrillo	Heurelho Gomes	Andre Gray	Ben Watson	Christian Kabasele	Michael Folivi	Etienne Capoue	Jerome Sinclair	Adrian Mariappa	Stefano Okaka	Molla Wagué	Daniel Bachmann	Defenders	Forwards	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Forwards	Midfielders	Midfielders	Defenders	Defenders	Forwards	Forwards	Goalkeeper	Defenders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Midfielders	Goalkeeper	Forwards	Midfielders	Defenders	Forwards	Midfielders	Forwards	Defenders	Forwards	Defenders	Goalkeeper	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22527	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	11	Manchester City	127	AFC Bournemouth	4	0	457	Etihad Stadium	Manchester	C	H	F	54270	FALSE	FALSE	5640	433	3421	109180	109180	10	27	901	232	1057	390	27	9	78	21	122	120	19	10	16	7	49	45	4	2	5	2	4	6	9	16	1		4		3		3						1	1		1	3						3	3	Vincent Kompany	Kevin De Bruyne	Raheem Sterling	Sergio Agüero	Kyle Walker	Fernandinho	Nicolás Otamendi	Fabian Delph	David Silva	Leroy Sané	Ederson	Gabriel Jesus	Bernardo Silva	Eliaquim Mangala	Danilo	Yaya Touré	Claudio Bravo	Ilkay Gündogan	Callum Wilson	Asmir Begovic	Jack Simpson	Adam Smith	Steve Cook	Jordon Ibe	Nathan Aké	Junior Stanislas	Ryan Fraser	Dan Gosling	Andrew Surman	Marc Pugh	Emerson Hyndman	Benik Afobe	Connor Mahoney	Lys Mousset	Artur Boruc	Lewis Cook	Defenders	Midfielders	Forwards	Forwards	Defenders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Forwards	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Defenders	Forwards	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Midfielders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Midfielders	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22528	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	20	Southampton	159	Huddersfield Town	1	1	48	St. Mary's Stadium	Southampton	C	D	F	29675	FALSE	FALSE	5820	4231	4231	109598	109598	30	25	384	345	598	558	20	15	52	47	182	181	14	17	6	11	67	84	3	4	4	4	9	1	15	19	1			1	4	2	1	1	3	1			1	5	2	1	1	1					3	3	Dusan Tadic	Fraser Forster	Matt Targett	Steven Davis	Jack Stephens	Wesley Hoedt	James Ward-Prowse	Nathan Redmond	Charlie Austin	Maya Yoshida	Mario Lemina	Alex McCarthy	Oriol Romeu	Shane Long	Manolo Gabbiadini	Pierre-Emile Højbjerg	Sofiane Boufal	Sam McQueen	Florent Hadergjonaj	Tom Ince	Zanka	Danny Williams	Jonas Lössl	Rajiv van La Parra	Laurent Depoitre	Aaron Mooy	Scott Malone	Christopher Schindler	Collin Quaner	Steve Mounie	Joel Coleman	Tommy Smith	Joe Lolley	Martin Cranie	Chris Löwe	Dean Whitehead	Midfielders	Goalkeeper	Defenders	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Forwards	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Midfielders	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Forwards	Defenders	Defenders	Midfielders	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
22529	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	42	Stoke City	36	West Bromwich Albion	3	1	435	bet365 Stadium	Stoke	C	H	F	29057	FALSE	FALSE	5760	4231	442	112938	112938	43	16	357	445	587	686	14	34	43	56	143	188	27	16	11	10	74	67		2	2	5	1	11	16	5	2		3	1	3	2	3	1		2			6	2	1			1			2		2	3	Joe Allen	Xherdan Shaqiri	Geoff Cameron	Jack Butland	Kevin Wimmer	Eric Maxim Choupo-Moting	Darren Fletcher	Peter Crouch	Thomas Edwards	Kurt Zouma	Ryan Shawcross	Mame Biram Diouf	Harry Souttar	Ibrahim Afellay	Saido Berahino	Ramadan Sobhi	Lee Grant	Charlie Adam	Allan-Roméo Nyom	Jonny Evans	Ben Foster	Jake Livermore	Gareth Barry	James McClean	Chris Brunt	Ahmed Hegazi	Hal Robson-Kanu	Salomón Rondón	Kieran Gibbs	Oliver Burke	Gareth McAuley	Claudio Yacob	Boaz Myhill	Craig Dawson	Jay Rodriguez	Nacer Chadli	Midfielders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Midfielders	Forwards	Defenders	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Forwards	Forwards	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Forwards	Midfielders	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22530	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	45	Swansea City	6	Crystal Palace	1	1	86	Liberty Stadium	Swansea	C	D	F	20354	FALSE	FALSE	5760	433	442	107683	107683	13	21	594	336	790	551	17	32	64	35	165	139	18	21	11	14	65	57	1	1	3	4	6	3	9	16			1		1			1	1				4	2	2	3						1	3	2	Alfie Mawson	Kyle Naughton	Nathan Dyer	Sam Clucas	Tom Carroll	Tammy Abraham	Roque Mesa	Lukasz Fabianski	Martin Olsson	Luciano Narsingh	Federico Fernández	Renato Sanches	Angel Rangel	Kristoffer Nordfeldt	Jordan Ayew	Jay Fulton	Oliver McBurnie	Mike van der Hoorn	Luka Milivojevic	Wilfried Zaha	Julian Speroni	Scott Dann	Ruben Loftus-Cheek	James McArthur	Andros Townsend	Yohan Cabaye	Martin Kelly	James Tomkins	Jeffrey Schlupp	Pape Souaré	Timothy Fosu-Mensah	Patrick van Aanholt	Jairo Riedewald	Bakary Sako	Wayne Hennessey	Jason Puncheon	Defenders	Defenders	Forwards	Midfielders	Midfielders	Forwards	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Forwards	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Defenders	Defenders	Defenders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22531	2017/18	1590	19	"Sat 23 Dec 2017, 15:00 GMT"	25	West Ham United	23	Newcastle United	2	3	431	London Stadium	London	C	A	F	56955	FALSE	FALSE	5760	3421	442	106162	106162	29	56	426	249	660	462	30	11	63	36	164	137	16	23	12	15	71	69	4		5	5	6	3	4	8	1	1	1	2	1	3	1	2	2	1			1	4	1	1	2					3	2	3	Michail Antonio	Angelo Ogbonna	Cheikhou Kouyaté	Aaron Cresswell	Adrián	Pablo Zabaleta	André Ayew	Pedro Obiang	Arthur Masuaku	Winston Reid	Marko Arnautovic	Joe Hart	James Collins	Declan Rice	Chicharito	Domingos Quina	Diafra Sakho	Andy Carroll	Ciaran Clark	Henri Saivet	Dwight Gayle	Christian Atsu	Joselu	Robert Elliot	Mohamed Diamé	Matt Ritchie	Jamaal Lascelles	DeAndre Yedlin	Javier Manquillo	Ayoze Pérez	Chancel Mbemba	Rolando Aarons	Paul Dummett	Jacob Murphy	Massadio Haidara	Karl Darlow	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Forwards	Midfielders	Midfielders	Defenders	Forwards	Goalkeeper	Defenders	Defenders	Forwards	Midfielders	Forwards	Forwards	Defenders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Defenders	Forwards	Defenders	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22525	2017/18	1590	19	"Sat 23 Dec 2017, 12:30 GMT"	7	Everton	4	Chelsea	0	0	31	Goodison Park	Liverpool	C	D	F	39191	FALSE	FALSE	5700	4141	3421	114954	114954	57	8	327	679	545	880	8	45	32	67	146	179	18	19	14	10	73	61	2	4	3	9	2	7	26	8										2			5		3								3	3	Aaron Lennon	Morgan Schneiderlin	Dominic Calvert-Lewin	Gylfi Sigurdsson	Idrissa Gueye	Jordan Pickford	Michael Keane	Tom Davies	Phil Jagielka	Jonjoe Kenny	Cuco Martina	Beni Baningime	Joel Robles	Oumar Niasse	Yannick Bolasie	Sandro Ramírez	Ashley Williams	Mason Holgate	César Azpilicueta	Victor Moses	Andreas Christensen	Antonio Rüdiger	Eden Hazard	Pedro	Willian	N'Golo Kanté	Marcos Alonso	Tiemoué Bakayoko	Thibaut Courtois	Davide Zappacosta	Daniel Drinkwater	Michy Batshuayi	Gary Cahill	Cesc Fàbregas	Willy Caballero	Callum Hudson-Odoi	Midfielders	Midfielders	Forwards	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	Forwards	Forwards	Forwards	Defenders	Defenders	Defenders	Midfielders	Defenders	Defenders	Forwards	Forwards	Forwards	Midfielders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22522	2017/18	1590	19	"Fri 22 Dec 2017, 19:45 GMT"	1	Arsenal	10	Liverpool	3	3	52	Emirates Stadium	London	C	D	F	59409	FALSE	FALSE	5700	4231	4231	116717	116717	17	30	503	436	716	665	27	32	53	46	191	166	18	21	14	15	65	59	3	1	3	5	7	8	12	22		1	3	3	2	2	2	1		4			6	1	1			1			3	2	3	3	Laurent Koscielny	Nacho Monreal	Petr Cech	Héctor Bellerín	Alexandre Lacazette	Ainsley Maitland-Niles	Granit Xhaka	Jack Wilshere	Alexis Sánchez	Mesut Özil	Alex Iwobi	David Ospina	Mohamed Elneny	Sead Kolasinac	Shkodran Mustafi	Francis Coquelin	Danny Welbeck	Theo Walcott	Philippe Coutinho	Dejan Lovren	Joseph Gomez	Sadio Mané	Ragnar Klavan	Emre Can	Roberto Firmino	Simon Mignolet	Jordan Henderson	Mohamed Salah	Andrew Robertson	Dominic Solanke	Georginio Wijnaldum	Alex Oxlade-Chamberlain	Loris Karius	Adam Lallana	Trent Alexander-Arnold	James Milner	Defenders	Defenders	Goalkeeper	Defenders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	Midfielders	Forwards	Forwards	Midfielders	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22516	2017/18	1589	18	"Mon 18 Dec 2017, 20:00 GMT"	7	Everton	45	Swansea City	3	1	31	Goodison Park	Liverpool	C	H	F	37580	FALSE	FALSE	5640	4231	433	107450	107450	17	22	445	431	617	603	17	7	51	48	140	149	17	14	13	10	71	59	1		3	4	6	3	14	9	1	1	1			1	1	1	1				2	4	2	3	1				2	1	3	3	Morgan Schneiderlin	Aaron Lennon	Jonjoe Kenny	Ashley Williams	Cuco Martina	Jordan Pickford	Wayne Rooney	Dominic Calvert-Lewin	Gylfi Sigurdsson	Mason Holgate	Idrissa Gueye	Phil Jagielka	Michael Keane	Sandro Ramírez	Ademola Lookman	Tom Davies	Nikola Vlasic	Joel Robles	Roque Mesa	Kyle Naughton	Leroy Fer	Wilfried Bony	Luciano Narsingh	Lukasz Fabianski	Martin Olsson	Tom Carroll	Alfie Mawson	Federico Fernández	Nathan Dyer	Renato Sanches	Jordan Ayew	Sam Clucas	Mike van der Hoorn	Kristoffer Nordfeldt	Tammy Abraham	Angel Rangel	Midfielders	Midfielders	Defenders	Defenders	Defenders	Goalkeeper	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Defenders	Defenders	Forwards	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Forwards	Forwards	Goalkeeper	Defenders	Midfielders	Defenders	Defenders	Forwards	Midfielders	Forwards	Midfielders	Defenders	Goalkeeper	Forwards	Defenders	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22513	2017/18	1589	18	"Sun 17 Dec 2017, 16:30 GMT"	127	AFC Bournemouth	10	Liverpool	0	4	914	Vitality Stadium	Bournemouth	C	A	F	10780	FALSE	FALSE	5640	4411	433	119516	119516	17	18	511	655	661	829	14	42	44	56	148	124	9	12	3	8	67	65	2	4	2	12	2	3	6	21		3		3	1	4		2	1	2			3	2	1	1		3		1			3	3	Joshua King	Asmir Begovic	Nathan Aké	Jordon Ibe	Marc Pugh	Jermain Defoe	Simon Francis	Lewis Cook	Charlie Daniels	Andrew Surman	Adam Smith	Harry Arter	Artur Boruc	Ryan Fraser	Dan Gosling	Benik Afobe	Steve Cook	Junior Stanislas	Andrew Robertson	Ragnar Klavan	Philippe Coutinho	Mohamed Salah	Roberto Firmino	Dejan Lovren	Georginio Wijnaldum	Simon Mignolet	Alex Oxlade-Chamberlain	Joseph Gomez	Jordan Henderson	Sadio Mané	Trent Alexander-Arnold	James Milner	Adam Lallana	Dominic Solanke	Loris Karius	Danny Ings	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Forwards	Forwards	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Forwards	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
